epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,1288.26,0.64812,1.23116,0.57264,0.99824,0.90443,0.74146,0.84662,0.70662,0.90294,0.73932,0.83814,0.6742,0.65304,1.17847,0.69779,0.91426,0.0007526,0.0007526,0.0007526
65,1308.81,0.63829,1.26319,0.57085,0.99171,0.88675,0.75356,0.84311,0.69623,0.88675,0.75356,0.8351,0.67504,0.69918,1.19797,0.66834,0.95966,0.0007328,0.0007328,0.0007328
66,1329.96,0.64004,1.24843,0.55473,0.98971,0.86208,0.74796,0.8429,0.69948,0.85586,0.75281,0.83744,0.68405,0.68265,1.11317,0.68259,0.93145,0.000713,0.000713,0.000713
67,1349.84,0.63537,1.2122,0.54998,0.98955,0.8622,0.75926,0.8453,0.70511,0.87043,0.756,0.83631,0.67786,0.64799,1.14607,0.65846,0.91088,0.0006932,0.0006932,0.0006932
68,1369.45,0.62438,1.22162,0.54906,0.98441,0.90217,0.72365,0.83823,0.7061,0.90548,0.72507,0.83477,0.68402,0.61804,1.11325,0.67631,0.89673,0.0006734,0.0006734,0.0006734
69,1390.23,0.63765,1.28872,0.56628,0.98303,0.9028,0.74094,0.85091,0.7135,0.89986,0.72963,0.83945,0.6899,0.63822,1.10374,0.64919,0.90543,0.0006536,0.0006536,0.0006536
70,1410.95,0.61645,1.15385,0.52186,0.97788,0.88181,0.74644,0.84076,0.6998,0.87797,0.74074,0.82893,0.67507,0.62241,1.09989,0.65794,0.89075,0.0006338,0.0006338,0.0006338
71,1430.52,0.62913,1.22234,0.53408,0.98244,0.86495,0.75726,0.8416,0.703,0.86007,0.75299,0.82906,0.67477,0.6609,1.09297,0.66461,0.9203,0.000614,0.000614,0.000614
72,1449.75,0.60448,1.17294,0.52103,0.97791,0.89079,0.75783,0.85064,0.71446,0.88824,0.75641,0.84423,0.68655,0.60282,1.09026,0.65598,0.88813,0.0005942,0.0005942,0.0005942
73,1469.17,0.60752,1.1677,0.53551,0.98041,0.88068,0.7465,0.83537,0.70286,0.87496,0.74501,0.82331,0.67943,0.62813,1.08906,0.72586,0.89712,0.0005744,0.0005744,0.0005744
74,1488.68,0.61971,1.16289,0.52874,0.97314,0.91273,0.76068,0.85332,0.71703,0.90889,0.75783,0.84107,0.68836,0.62473,1.10574,0.65971,0.8933,0.0005546,0.0005546,0.0005546
75,1508.8,0.60739,1.2541,0.53153,0.97495,0.88772,0.76589,0.8464,0.71026,0.88469,0.76504,0.83946,0.68181,0.60836,1.10726,0.66643,0.90133,0.0005348,0.0005348,0.0005348
76,1527.71,0.6116,1.23111,0.54141,0.97285,0.90206,0.72934,0.8421,0.70469,0.90455,0.7155,0.82965,0.67758,0.63717,1.08756,0.65657,0.90627,0.000515,0.000515,0.000515
77,1547.46,0.60298,1.2137,0.52996,0.96897,0.89781,0.74359,0.84693,0.71306,0.90086,0.74644,0.84443,0.69208,0.63728,1.09552,0.65998,0.90701,0.0004952,0.0004952,0.0004952
78,1567.12,0.60397,1.18604,0.52233,0.96912,0.89902,0.73557,0.84708,0.71071,0.89433,0.72365,0.83973,0.67739,0.61068,1.11475,0.63409,0.89125,0.0004754,0.0004754,0.0004754
79,1586.83,0.60715,1.2437,0.51641,0.97898,0.84681,0.77958,0.85628,0.72229,0.87766,0.75071,0.8453,0.68002,0.60241,1.09402,0.63803,0.88331,0.0004556,0.0004556,0.0004556
80,1606.7,0.61755,1.14612,0.53039,0.97839,0.88538,0.76638,0.85056,0.72073,0.87995,0.76353,0.8436,0.67924,0.59687,1.08252,0.64959,0.88118,0.0004358,0.0004358,0.0004358
81,1626.29,0.58652,1.11431,0.49702,0.96929,0.89003,0.77243,0.84875,0.71762,0.88559,0.77066,0.84083,0.68713,0.61569,1.09825,0.65855,0.9066,0.000416,0.000416,0.000416
82,1645.85,0.59185,1.16881,0.50079,0.96413,0.86607,0.7735,0.85415,0.72624,0.8613,0.77493,0.84811,0.69496,0.60001,1.07497,0.60849,0.88279,0.0003962,0.0003962,0.0003962
83,1665.44,0.58641,1.08324,0.49021,0.96798,0.8968,0.7735,0.85303,0.72235,0.89072,0.76629,0.8431,0.68753,0.61231,1.08874,0.63114,0.90031,0.0003764,0.0003764,0.0003764
84,1684.96,0.57141,1.14853,0.47536,0.96575,0.90213,0.75783,0.85275,0.71834,0.89874,0.75499,0.8435,0.68156,0.59207,1.10656,0.62172,0.88022,0.0003566,0.0003566,0.0003566
85,1704.4,0.58602,1.1221,0.48681,0.962,0.90357,0.75071,0.85267,0.71917,0.90311,0.74352,0.84342,0.68099,0.59407,1.08255,0.62065,0.8851,0.0003368,0.0003368,0.0003368
