epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,116.148,0.96001,1.71976,0.92783,1.11371,0.73231,0.6089,0.65969,0.45039,0.72261,0.59677,0.6441,0.44366,1.06733,1.76575,1.02839,1.09682,0.0008516,0.0008516,0.0008516
31,119.849,0.92962,1.59244,0.93094,1.09157,0.70921,0.64194,0.67576,0.47184,0.70091,0.6129,0.65639,0.46039,0.99166,1.7428,0.92748,1.04903,0.000812,0.000812,0.000812
32,176.07,0.95042,1.62806,0.90694,1.10104,0.66549,0.64817,0.66871,0.47411,0.64934,0.63871,0.65106,0.45772,1.00231,1.76724,1.0074,1.03853,0.0007724,0.0007724,0.0007724
33,179.17,0.92305,1.65565,0.90505,1.10288,0.71407,0.64194,0.68209,0.48147,0.71579,0.63871,0.67496,0.47077,1.00819,1.72199,0.94086,1.05387,0.0007328,0.0007328,0.0007328
34,182.618,0.94852,1.66987,0.8983,1.10699,0.7797,0.62903,0.70542,0.48647,0.75871,0.62258,0.69596,0.47661,1.01988,1.74305,0.93466,1.05514,0.0006932,0.0006932,0.0006932
35,185.224,0.91643,1.61115,0.87044,1.07851,0.7543,0.65484,0.69594,0.48817,0.7411,0.63713,0.68007,0.47669,1.01242,1.76904,0.93503,1.06734,0.0006536,0.0006536,0.0006536
36,187.519,0.92638,1.56959,0.87582,1.07803,0.74216,0.67097,0.70533,0.48516,0.72179,0.66774,0.6877,0.48871,1.01749,1.74981,0.96827,1.09572,0.000614,0.000614,0.000614
37,189.776,0.92576,1.56717,0.89401,1.08669,0.69284,0.65487,0.69839,0.48896,0.67638,0.64051,0.68318,0.48176,0.98809,1.67297,0.87388,1.06228,0.0005744,0.0005744,0.0005744
38,191.917,0.88029,1.49943,0.84238,1.07903,0.73586,0.67742,0.70734,0.50069,0.74721,0.65161,0.69853,0.49478,1.02065,1.64667,0.86257,1.08302,0.0005348,0.0005348,0.0005348
39,194.169,0.92289,1.56423,0.86915,1.08235,0.75605,0.66774,0.70216,0.49852,0.76015,0.65806,0.69212,0.48514,1.01474,1.61735,0.89669,1.08147,0.0004952,0.0004952,0.0004952
40,197.062,0.88382,1.39683,0.81476,1.07761,0.74104,0.62581,0.69394,0.48757,0.74406,0.63548,0.69934,0.48387,0.99942,1.62109,0.98981,1.05703,0.0004556,0.0004556,0.0004556
41,208.034,0.95085,1.57277,0.91486,1.08967,0.79043,0.66452,0.6976,0.48887,0.76357,0.64194,0.67733,0.48514,1.03307,1.64358,0.95313,1.07922,0.000416,0.000416,0.000416
42,210.093,0.94205,1.55497,0.86146,1.0773,0.77367,0.67097,0.70513,0.49117,0.76383,0.65161,0.68838,0.48276,0.98846,1.62781,0.93943,1.0282,0.0003764,0.0003764,0.0003764
43,213.708,0.9468,1.63367,0.86736,1.07955,0.7299,0.68065,0.70889,0.5058,0.75894,0.63548,0.69706,0.49081,0.95245,1.64433,0.91312,1.01712,0.0003368,0.0003368,0.0003368
44,216.857,0.90564,1.54669,0.83209,1.05527,0.70109,0.70364,0.71616,0.51756,0.71544,0.64884,0.7036,0.50131,0.93728,1.58472,0.82531,1.00585,0.0002972,0.0002972,0.0002972
45,260.605,0.89245,1.51285,0.81277,1.04979,0.74057,0.65161,0.72031,0.52057,0.7427,0.64194,0.71001,0.50793,0.92303,1.57755,0.79725,0.99956,0.0002576,0.0002576,0.0002576
46,264.232,0.88866,1.49249,0.79985,1.04162,0.75234,0.69575,0.73903,0.52353,0.74456,0.677,0.7335,0.52588,0.94168,1.59161,0.76912,0.99036,0.000218,0.000218,0.000218
47,267.844,0.88297,1.48652,0.78733,1.03384,0.78866,0.68614,0.7425,0.53078,0.77611,0.67742,0.73408,0.52001,0.94311,1.60393,0.75759,1.0006,0.0001784,0.0001784,0.0001784
48,271.358,0.87462,1.48421,0.78023,1.03695,0.76318,0.6871,0.73875,0.52987,0.76947,0.66757,0.7272,0.51548,0.92712,1.58321,0.76067,0.99847,0.0001388,0.0001388,0.0001388
49,274.661,0.86767,1.45771,0.77208,1.0262,0.79473,0.6871,0.74532,0.53694,0.78446,0.67742,0.73867,0.52444,0.92962,1.56725,0.7657,0.99509,9.92e-05,9.92e-05,9.92e-05
50,277.989,0.85383,1.40649,0.77233,1.02703,0.78758,0.69368,0.74938,0.54066,0.78926,0.6871,0.74466,0.52994,0.92447,1.56463,0.75288,0.98826,5.96e-05,5.96e-05,5.96e-05
